Gymnema,Gymnema Sylvestre,Blue,200 mg,400 mg,Sockerblockerare.,Regenerate beta cells?,Low.,FALSE,6
Gymnema Sylvestre,Gymnema Sylvestre,Green,400 mg,800 mg,"Sugar cravings, blood sugar.","""Sugar destroyer"" (blockerar smak).",Low.,FALSE,6
Hagtorn,Hawthorn Berry,Green,150 mg,600 mg,"Heart failure, blood pressure.",Increases contractility.,Medium. Digoxin interaction.,FALSE,1
Hallonblad,Raspberry Leaf,Blue,500 mg,1000 mg,Uterine health.,"Traditional ""pregnancy tea.""",Low.,FALSE,1
Hallonketoner,Raspberry Ketones,Blue,100 mg,500 mg,Fat burning.,Strukturellt lik synefrin/capsaicin.,Low.,FALSE,6
Hampaprotein,Hemp Protein,Green,20 g,40 g,"Veganskt, fiberrikt, omega-3.",Lower protein content.,Low.,FALSE,2
Havtornsolja,Sea Buckthorn Oil,Green,500 mg,1000 mg,Torra slemhinnor/hud. Omega-7.,Good for eyes/genitals.,Low.,FALSE,1
Hesperidin,Hesperidin,Green,500 mg,1000 mg,Cirkulation (vener).,Often in citrus bioflavonoids.,Low.,FALSE,1
Hibiskus,Hibiscus Tea/Extract,Green,1000 mg,2000 mg,Blodtryck.,Acts as a mild ACE inhibitor.,Low. Low blood pressure?,FALSE,1
Hibiskus,Hibiscus,Green,2 koppar,3 koppar,Blodtryck.,ACE-inhibitory effect?,Low.,FALSE,1
Higenamin,Higenamine,Blue,20 mg,40 mg,"Beta-2 agonist, airways.",WADA prohibited!,Medium. Palpitations.,FALSE,3; 6
HMB,HMB (Beta-Hydroxy Beta-Methylbutyrate),Green,3 g,3 g,Anticatabolic. Good for diet/injury.,Calcium salt or free acid.,Low.,FALSE,2; 7
Holy Basil,Holy Basil (Tulsi),Green,300 mg,600 mg,"Stress, sleep.",Adaptogen.,Low.,FALSE,5; 7
Hordenin,Hordenine,Blue,25 mg,50 mg,"MAO-B inhibitor, fat burning.",Prolongs the effect of PEA/stimulants.,Medium.,FALSE,6; 4
Horny Goat Weed,Horny Goat Weed (Icariin),Green,500 mg,1000 mg,"Libido, PDE5 inhibitors (weak).",Standardize for Icariin.,Low.,FALSE,2
Horny Goat Weed,Horny Goat Weed (Icariin),Blue,500 mg,1000 mg,Erektion (PDE5).,Icariin is the active substance.,Low.,FALSE,2
Humle,Hops Extract,Green,100 mg,300 mg,"Sleep, sedative.",Often with Valerian.,Low.,FALSE,7
Humle,Hops,Blue,200 mg,400 mg,Sleep.,Sedativ.,Low.,FALSE,7
Huperzin A,Huperzine A,Green,50 mcg,200 mcg,"Memory, acetylcholinesterase inhibitors.",Cycle to avoid tolerance.,Low. Cholinergic side effects.,FALSE,4
Huperzin A,Huperzine A,Green,100 mcg,200 mcg,Minne.,AChE inhibitor.,Low.,FALSE,4
Hyaluronsyra,Hyaluronic Acid,Green,100 mg,200 mg,"Hudfukt, leder.",Binder vatten.,Low.,FALSE,1; 9
Hyaluronsyra,Hyaluronic Acid,Green,50 mg,200 mg,Joint fluid.,Oralt upptag fungerar.,Low.,FALSE,9
Hyaluronsyra (Oral),Hyaluronic Acid,Green,100 mg,200 mg,"Skin moisture, joint fluid.",High molecular weight may be poorly absorbed.,Low.,FALSE,9; 1
Indol-3-Karbinol,Indole-3-Carbinol (I3C),Green,200 mg,400 mg,Precursor to DIM.,Less stable than DIM.,Low.,FALSE,6
Indol-3-Karbinol,I3C,Green,200 mg,400 mg,Estrogen metabolism.,Precursor to DIM.,Low.,FALSE,6
Ingefära,Ginger Root,Green,500 mg,1000 mg,"Nausea, digestion.",Prokinetic (empties the stomach).,Low.,FALSE,1
Ingefära,Ginger,Green,500 mg,2000 mg,Joint pain.,Similar to NSAIDs (COX inhibitors).,Low.,FALSE,9
Ingefära (Extrakt),Ginger Root Extract,Green,250 mg,1000 mg,"Nausea, inflammation, digestion.",Gingerols are the active compounds.,Low. Anticoagulant at high dose.,TRUE,1; 9; 6
Inositol,Inositol,Green,2 g,12 g,"Panic anxiety, OCD.",High doses are required.,Low. Stomach.,FALSE,5
Inositol,Myo-Inositol,Green,2 g,4 g,Insulin sensitivity (PCOS).,Cellsignalering.,Low.,FALSE,6
Inositol (IP6),Inositol Hexaphosphate (IP6),Blue,500 mg,1000 mg,"Immune defense, cell health.",Chelates minerals (take on an empty stomach).,Low.,FALSE,1
Inositol (Myo/D-chiro),Inositol (Myo/D-chiro 40:1),Green,2 g,4 g,"PCOS, insulin sensitivity, anxiety.",Pulverform ofta enklast.,Low. High dose may cause loose stools.,FALSE,6; 5
Inulin (FOS),Inulin (FOS),Green,3 g,10 g,Prebiotika (fiber).,May cause gas (FODMAP).,Low.,FALSE,1
Jod,Iodine,Green,150 mcg,300 mcg,IQ (in case of deficiency).,Thyroid -> Brain.,Medium.,TRUE,4; 1
Jod (Kelp/Kaliumjodid),Iodine,Green,150 mcg,300 mcg,Thyroid function.,Be cautious with autoimmune thyroiditis.,Medium. Thyroid balance.,TRUE,1; 6
Johannesört,St. John's Wort,Green,300 mg,900 mg,Mild depression.,Many drug interactions (CYP3A4).,"High. Birth control pills, antidepressants.",FALSE,5
Johannesört,St John's Wort,Green,300 mg,900 mg,Depression.,SSRI-liknande.,High. Drug interaction!,FALSE,5
Jordbaserad Probiotika,Soil Based Organisms (SBO),Blue,2 Mrd,5 Mrd,Resilient probiotic (spore form).,Bacillus-stammar (subtilis etc).,Low.,FALSE,1
Järn,Iron,Green,20 mg,50 mg,Menstruerande kvinnor.,Replaces loss.,Medium. The stomach.,TRUE,1
Järn,Iron,Green,-,-,Cognition (in deficiency).,Syretransport.,Medium.,TRUE,4; 1
Järn (Bisglycinat),Iron Bisglycinate,Green,14 mg,28 mg,"Blood value, energy.",Gentle on the stomach. Only in case of deficiency!,High. Oxidative stress in excess.,FALSE,1; 3
Järn (Heme),Iron (Heme),Green,10 mg,20 mg,"Animal iron, best absorption.",Fewer gastrointestinal side effects.,Medium. Overdose risk.,FALSE,1
Järn (Sulfat),Iron Sulfate,Green,14 mg,65 mg,Anemi.,Hard on the stomach.,High. Toxic for children.,TRUE,1
Jättenattljusolja,Evening Primrose Oil (GLA),Green,1 g,3 g,"PMS, breast tenderness, skin.",Gamma-linolensyra.,Low.,FALSE,1
Kalcium,Calcium,Green,500 mg,1000 mg,Osteoporosis (women).,Combine with D3/K2.,Medium. Vascular risk?,TRUE,9
Kalcium (Citrat),Calcium Citrate,Green,500 mg,1000 mg,Bone health.,Taken regardless of stomach acid.,Medium. Risk of vascular calcification without K2.,TRUE,9; 1
Kalcium (Karbonat),Calcium Carbonate,Green,500 mg,1000 mg,Bone health.,Taken with food (requires acid).,Medium. Constipation.,TRUE,9; 1
Kalcium Alfa-Ketoglutarat,Ca-AKG (Calcium Alpha-Ketoglutarate),Blue,1000 mg,2000 mg,"Extends 'healthspan', lowers biological age.",Delayed release (sustained release) is best.,Low.,FALSE,8; 3
Kalcium D-Glukarat,Calcium D-Glucarate,Blue,500 mg,1500 mg,Detox of estrogen/toxins.,Inhibits beta-glucuronidase.,Low. May increase excretion of medication.,FALSE,6; 8
Kalcium-D-Glukarat,Calcium-D-Glucarate,Blue,500 mg,1500 mg,Estrogen detox.,Glukuronidering.,Low.,FALSE,6; 8
Kalium,Potassium,Green,99 mg,400 mg,"Blodtryck, muskelfunktion.",Low dose in supplements due to safety risk.,Medium. Heart risk in renal failure.,TRUE,1; 3
Kalium,Potassium,Green,-,-,Blodtryck.,Via diet best (supplement low dose).,Medium. Kidney problems?,TRUE,1
Kamomill,Chamomile,Green,200 mg,400 mg,"Anxiety, sleep.",Apigenin.,Low.,FALSE,5; 7
Kamomill (Apigenin),Chamomile Extract (Apigenin),Green,200 mg,400 mg,"Sleep, calming.",Standardized for apigenin.,Low.,FALSE,7; 5
Kanel,Cinnamon,Green,1 g,3 g,Blodsocker.,Insulin sensitivity.,Low.,FALSE,6
Kanel (Ceylon),Cinnamon (Ceylon),Green,1 g,3 g,Blodsocker.,Choose Ceylon for low coumarin.,Low.,FALSE,6
Kaprylsyra,Caprylic Acid,Blue,600 mg,1200 mg,"Candida, gut health.",Fatty acid from coconut.,Low.,FALSE,1
Karnitin,L-Carnitine,Green,1 g,3 g,Heart health (angina).,Energy production heart.,Low. TMAO?,FALSE,1
Karnitin,L-Carnitine,Green,1 g,3 g,Fat burning.,Mitokondriell transport.,Low.,FALSE,6; 3
Kaseinprotein,Casein Protein,Green,20 g,40 g,Slow protein (night).,Antikatabolt.,Low. Milk allergy?,FALSE,2
Katalas,Catalase,Blue,250 mg,500 mg,Gray hair (H2O2 breakdown).,Tveksamt upptag.,Low.,FALSE,1
Kava Kava,Kava Kava,Green,100 mg,250 mg,Strong anxiolytic effect.,Kavalactones. Liver risk with abuse.,Medium. Do not take with alcohol.,FALSE,5
Keratin (Solubiliserat),Solubilized Keratin,Blue,500 mg,500 mg,Hair structure.,Cynatine HNS is a trademark.,Low.,FALSE,1
Kisel (Bambu),Silica (Bamboo Extract),Green,10 mg,50 mg,Hair/nail strength.,Richer than horsetail.,Low.,FALSE,1
Kisel (Silica),Silica (Bamboo/Horsetail),Green,10 mg,50 mg,"Hair, skin, nails, collagen.",Ortho-silicon has the best absorption.,Low.,FALSE,1; 9
Klorofyll,Chlorophyll,Blue,50 mg,100 mg,"Detox, body odor.",From green plants/algae.,Low.,FALSE,1
Koffein,Caffeine Anhydrous,Green,100 mg,400 mg,Performance-enhancing and focus.,Snabb absorption. Toleransutveckling.,"Medium. Sleep disturbance, anxiety.",FALSE,3; 4; 6
Koffein,Caffeine,Green,50 mg,200 mg,Vakenhet.,Adenosin-antagonist.,Medium.,FALSE,4; 3
Koffein + Theanin,Caffeine + Theanine (2:1),Green,100/200,200/400,"Fokus utan ""jitters"".","Klassisk ""stack"".",Low.,FALSE,4
Kolanöt,Kola Nut,Blue,500 mg,1000 mg,Caffeine source.,Traditionell stimulant.,Low.,FALSE,3
Kolin (Bitartrat),Choline Bitartrate,Green,250 mg,500 mg,"Lever, cellmembran.",Low bioavailability for the brain.,Low. Can increase TMAO.,TRUE,1; 4
Kollagen (Hydrolyserat),Collagen Peptides (Hydrolyzed),Green,10 g,20 g,"Skin, hair, joints.",Take with vitamin C.,Low.,FALSE,9; 1
Kollagen (Typ 1 & 3),Collagen Types 1 & 3,Green,10 g,20 g,"Skin, hair, nails.",Bovine or marine.,Low.,FALSE,1; 9
Kollagen II,Collagen Type II (UC-II),Green,40 mg,40 mg,Joint pain (autoimmune?).,Oral tolerans (liten dos).,Low.,FALSE,9
Kolostrum,Colostrum,Green,1 g,3 g,"Antikroppar (IgG), tarm.",Raw milk.,Low. Milk protein.,FALSE,1
Kondroitin,Chondroitin,Green,800 mg,1200 mg,Artros.,Synergy with Glucosamine.,Low.,FALSE,9
Kondroitin Sulfat,Chondroitin Sulfate,Green,800 mg,1200 mg,Synergistic with glucosamine.,"Low absorption, but clinical effect.",Low. Anticoagulant.,FALSE,9
Koppar,Copper,Green,1 mg,2 mg,"Kollagen, energi, pigment.",Always balance with Zinc.,Medium. Toxic in excess.,TRUE,1; 9
Korngräs,Barley Grass,Green,3 g,10 g,"Nutrition, antioxidants.",Resembles wheatgrass.,Low. Gluten risk (if not pure).,FALSE,1
Kre-Alkalyn,Kre-Alkalyn (Buffered Creatine),Blue,1.5 g,3 g,pH-stabilt kreatin.,Not proven to be better than monohydrate.,Low.,FALSE,2
Kreatin,Creatine,Green,5 g,5 g,Brain health (energy).,Cognitive fatigue.,Low.,FALSE,4; 2
Kreatin HCL,Creatine HCL,Blue,1.5 g,3 g,"Same effect as mono, smaller dose?",Mindre vattenretention (teoretiskt).,Low. Sour taste.,FALSE,2; 3
Kreatin Monohydrat,Creatine Monohydrate,Green,5 g,10 g,Maintenance dose 5g daily. Loading optional.,Best taken with carbohydrates/protein.,Low. Drink extra water.,FALSE,2; 3; 4
Krom,Chromium,Green,200 mcg,1000 mcg,"Sugar cravings, insulin.",Picolinate best.,Low.,FALSE,6
Krom (Pikolinat),Chromium Picolinate,Green,200 mcg,1000 mcg,Insulin sensitivity.,Picolinate is stable and absorbable.,Low.,TRUE,6
Kronärtskocka,Artichoke Leaf Extract,Green,320 mg,640 mg,"Gall, digestion, liver.",Reduces gas/bloating.,Low. Gallstones?,FALSE,1; 6
Kronärtskocka,Artichoke Extract,Green,300 mg,600 mg,"Digestion, liver.",Cynarin increases bile flow.,Low.,FALSE,1; 6
Kurkumin,Curcumin,Green,500 mg,1000 mg,Encephalitis.,Plack?,Low.,FALSE,4; 9
L-Arginin,L-Arginine,Blue,3 g,6 g,Nitric oxide (worse than Citrulline).,Stor del bryts ner i levern.,Low. Herpes outbreak?,FALSE,3; 2
L-Arginin,L-Arginine,Blue,3 g,6 g,Erection (blood flow).,NO precursor (worse than Cit).,Low.,FALSE,2
L-Citrullin,L-Citrulline,Green,3 g,6 g,"Erektion, pump.",Better NO boost.,Low.,FALSE,2; 3
L-Cystein,L-Cysteine,Green,500 mg,1000 mg,Keratinbyggsten.,Sulfur amino acid.,Low.,FALSE,1
L-Fenylalanin,L-Phenylalanine,Green,500 mg,1500 mg,Dopamin/Noradrenalin-prekursor.,"Appetite suppression, focus.",Low. Not in case of PKU.,FALSE,4; 6
L-Glutamin,L-Glutamine,Green,5 g,15 g,"Intestinal mucosa, recovery.",Primary fuel for enterocytes.,Low.,FALSE,7; 3; 1
L-Glutamin,L-Glutamine,Green,5 g,20 g,"Intestinal wall, muscle recovery.",Fuel for intestinal cells.,Low.,FALSE,1; 2
L-Karnitin L-Tartrat,L-Carnitine L-Tartrate,Green,2 g,4 g,"Androgen receptors, recovery.",Best absorption for muscle tissue.,Low. TMAO risk at high dose?,FALSE,3; 7; 6
L-Lysin,L-Lysine,Green,500 mg,1500 mg,"Herpes (cold sore), collagen.",Antagonist to Arginine.,Low.,FALSE,1; 9
L-Metionin,L-Methionine,Green,500 mg,1000 mg,Keratinbyggsten.,Essentiell aminosyra.,Low.,FALSE,1
L-Metylfolat,L-Methylfolate (5-MTHF),Green,400 mcg,1000 mcg,For those with MTHFR mutation.,"Active form, does not require conversion.",Low.,TRUE,1; 4; 5
L-Ornitin,L-Ornithine,Green,2 g,6 g,"Ammonia detox, sleep, fatigue.",Synergy with Arginine.,Low.,FALSE,3; 7
L-Ornitin,L-Ornithine,Blue,400 mg,1000 mg,"Sleep, stress.",Does it lower ammonia/cortisol?,Low.,FALSE,7
L-Theanine,L-Theanine,Green,100 mg,400 mg,2:1 ratio with caffeine for focus.,"Water-soluble, fast effect.",Low. Mildly lowers blood pressure.,FALSE,4; 5; 7
L-THP,L-Tetrahydropalmatine,Blue,30 mg,90 mg,"Pain, sleep (dopamine antagonist).",From Corydalis.,Medium. Sedation.,FALSE,7
L-Tryptofan,L-Tryptophan,Green,500 mg,1000 mg,Serotonin/Melatonin-prekursor.,Competes with BCAA for absorption.,Medium.,FALSE,7; 5
L-Tyrosin,L-Tyrosine,Green,1000 mg,2000 mg,In case of acute stress/cold/sleep deprivation.,Take on an empty stomach. Dopamine precursor.,Medium. Thyroid interaction.,FALSE,4; 5; 3
Lactobacillus Rhamnosus GG,Lactobacillus Rhamnosus GG,Green,10 mdr,20 mdr,"Immun, mage, allergi.",Well-studied strain.,Low.,FALSE,1
Lakritsrot (DGL),Licorice Root (DGL),Green,400 mg,800 mg,"Stomach ulcer, heartburn.",Deglycyrrhizinated (does not raise blood pressure).,Low.,FALSE,1
Laktoferrin,Lactoferrin,Green,100 mg,300 mg,"Iron-binding, antiviral.",From milk.,Low.,FALSE,1
Lavendelolja,Lavender Oil (Oral),Green,80 mg,160 mg,Anxiety.,Silexan (studerat extrakt).,Low. Burps lavender.,FALSE,5
Laxogenin,5-Alpha-Hydroxy-Laxogenin,Blue,50 mg,100 mg,"Plant anabolic, cortisol control.",Smilax Sieboldii extrakt.,Low.,FALSE,2
Leucin,L-Leucine,Green,2.5 g,5 g,mTOR-trigger (proteinsyntes).,The most important amino acid for anabolism.,Low.,FALSE,2
Lingonextrakt,Lingonberry Extract,Green,200 mg,400 mg,"Urinary tract, antioxidant.",Resveratrol/Procyanidiner.,Low.,FALSE,1
Lion's Mane,Lion's Mane,Blue,1 g,3 g,NGF (Nerve Growth Factor).,Brain health.,Low.,FALSE,4; 8
Lion's Mane (Extrakt),Lion's Mane Mushroom Extract,Green,1000 mg,3000 mg,Choose extract from the fruiting body.,Warm water or alcohol extract is best.,Low.,FALSE,4; 8; 5
Litiumorotat,Lithium Orotate,Blue,1 mg,5 mg,Mood swings.,Microdose (not a medicinal dose).,Medium. Thyroid?,FALSE,5; 4
Lutein,Lutein,Green,10 mg,20 mg,"Skin elasticity, eyes.",Blue light protection.,Low.,FALSE,1
Lutein & Zeaxantin,Lutein & Zeaxanthin,Green,10 mg,20 mg,Eye health (macula).,"Carotenoids, protect against blue light.",Low.,FALSE,1
Luteolin,Luteolin,Blue,10 mg,50 mg,"Neuroprotektion, inflammation.",Inhibits microglia activation.,Low.,FALSE,4; 8
Lykopen,Lycopene,Green,10 mg,30 mg,"Prostate health, antioxidant.","From tomatoes, taken with fat.",Low.,FALSE,1
Lykopen,Lycopene,Green,10 mg,20 mg,"Hudskydd (UV), prostata.",From tomato.,Low.,FALSE,1
Lykopen,Lycopene,Green,15 mg,30 mg,Prostata.,Tomatextrakt.,Low.,FALSE,1
Lysin,L-Lysine,Green,1 g,3 g,"Motverkar herpes, kollagen.",Balance with Arginine.,Low.,FALSE,1; 9
Lysin,L-Lysine,Green,1 g,3 g,Motverkar arginin (virus).,Herpes-profylax.,Low.,FALSE,1
Läkemalva,Marshmallow Root,Green,400 mg,1000 mg,"Slemhinnor, hosta, mage.",Resembles red elm.,Low.,FALSE,1
Läkemalva,Marshmallow Root,Green,500 mg,1500 mg,Irriterad tarm/hals.,Slemsubstans.,Low.,FALSE,1
Maca,Maca Root,Green,1.5 g,3 g,"Libido, energi.",Adaptogen.,Low.,FALSE,2; 5
Maca (Gul),Maca Root (Yellow),Green,1.5 g,3 g,"Hormonal balance, general health.",Standard type. Gelatinized is best.,Low.,FALSE,1
Maca (Röd),Maca Root (Red),Green,1.5 g,3 g,"Prostate, bone health.",Does not directly affect hormones.,Low.,FALSE,1; 2
Maca (Svart),Maca Root (Black),Green,1.5 g,3 g,"Libido, spermieproduktion, minne.",Gelatinized for the stomach.,Low.,FALSE,2; 4
Magnesium,Magnesium,Green,300 mg,600 mg,"Anxiety, tension.",Lugnar nervsystemet.,Low.,TRUE,5; 1
Magnesium,Magnesium,Green,300 mg,600 mg,"Blodtryck, arytmi.",Relaxing vessels.,Low.,TRUE,1
Magnesium,Magnesium,Green,300 mg,600 mg,Insulinresistens.,Kofaktor glykolys.,Low.,TRUE,6; 1
Magnesium L-Threonate,Magnesium L-Threonate,Green,1.5 g,2 g,Dose refers to total compound (approximately 144mg elemental Mg).,Unique ability to cross the blood-brain barrier.,Low.,FALSE,4; 7
Magnesiumglycinat,Magnesium Glycinate,Green,300 mg,500 mg,Taken preferably in the evening for sleep.,"High bioavailability, gentle on the stomach.",Low.,TRUE,1; 5; 7
Magnesiumglycinat,Magnesium Glycinate,Green,400 mg,600 mg,Relaxation.,Glycin+Mg kombo.,Low.,TRUE,7; 5
Magnesiummalat,Magnesium Malate,Green,300 mg,500 mg,Good for energy and muscle pain (fibromyalgia).,High bioavailability.,Low.,TRUE,1; 2
Magnesiumtaurat,Magnesium Taurate,Green,300 mg,500 mg,Good for the heart and has a calming effect.,Taurine increases magnesium's intracellular effect.,Low.,TRUE,1; 5
Magnoliabark,Magnolia Bark (Honokiol),Green,200 mg,400 mg,"Lowers cortisol, sleep.",Active ingredient: Honokiol/Magnolol.,Low.,FALSE,5; 7
Magnoliabark,Magnolia Bark,Blue,200 mg,400 mg,"Sleep, cortisol.",Honokiol (GABA-effekt).,Low.,FALSE,7; 5
Maitake,Maitake Mushroom,Green,500 mg,1500 mg,"Blodsocker, immun.",D-fraktion is potent.,Low.,FALSE,1; 6
Maitake,Maitake,Green,500 mg,1500 mg,Immunaktivering.,D-fraktion.,Low.,FALSE,1
Mangan,Manganese,Green,2 mg,5 mg,"Antioxidant (SOD), ben.",Neurotoxic at very high doses.,Low.,TRUE,1; 9
Manukahonung,Manuka Honey,Green,1 tsk,2 tsk,Antibakteriell (MGO).,Local effect throat/wound.,Low. Sugar.,FALSE,1
Maskrosblad,Dandelion Leaf,Green,500 mg,1500 mg,Diuretic (potassium-sparing).,The leaves for the kidneys.,Low.,FALSE,1
Maskrosrot,Dandelion Root,Blue,500 mg,1500 mg,"Lever, galla, diuretika.","Root for liver, leaf for kidneys.",Low.,FALSE,1; 6
Maskrosrot,Dandelion Root,Blue,500 mg,1500 mg,"Lever, galla.",Root for the liver.,Low.,FALSE,1
MCT-olja,MCT Oil (C8/C10),Green,5 ml,15 ml,"Ketone production, energy.",C8 (Kaprylsyra) mest potent.,Low. Stomach issues at start.,FALSE,6; 4
MCT-olja,MCT Oil,Green,10 ml,30 ml,Brain energy (ketones).,Alzheimer support?,Low.,FALSE,4; 6
MCT-olja,MCT Oil,Green,10 ml,30 ml,"Termogenes, ketoner.",Increases energy expenditure.,Low.,FALSE,6
MCT-Olja (C8),MCT Oil (C8 Caprylic Acid),Green,15 ml,30 ml,Rapid ketone energy (brain).,Start low (magras).,Low.,FALSE,6; 4
MCT-pulver,MCT Powder,Green,5 g,10 g,"Energi, ketoner.",Gentler on the stomach than oil.,Low.,FALSE,6; 4
Melatonin,Melatonin,Green,0.3 mg,5 mg,"Sleep onset, circadian rhythm.",Low dose often more effective (0.3-1mg).,Low. May cause nightmares.,FALSE,7; 8
Melatonin,Melatonin,Green,0.5 mg,5 mg,Sleep onset.,Hormon.,Low. Dreams.,FALSE,7
Mjölkdistel,Milk Thistle (Silymarin),Green,200 mg,500 mg,Liver health.,Silymarin komplex.,Low.,FALSE,1
Mjölkdistel (Silymarin),Milk Thistle (Silymarin),Green,150 mg,400 mg,"Liver health, glutathione.",Antioxidant for hepatocytes.,Low. CYP interactions?,FALSE,1
Mjölon,Uva Ursi,Green,500 mg,1000 mg,Urinary tract infection (acute).,Arbutin (bildar hydrokinon).,Medium. Short-term use!,FALSE,1
Molybden,Molybdenum,Green,45 mcg,100 mcg,"Detox (sulfites), uric acid.",Essential trace element.,Low.,TRUE,1; 6
Monolaurin,Monolaurin,Blue,500 mg,1500 mg,Virus (enveloped).,From coconut oil/lauric acid.,Low.,FALSE,1
MSM,MSM (Methylsulfonylmethane),Green,1 g,3 g,"Sulfur donor, joint health, antioxidant.",Well absorbed.,Low.,FALSE,9; 1
MSM,MSM,Green,1 g,3 g,Keratin/collagen support.,Beauty mineral.,Low.,FALSE,9; 1
MSM,MSM,Green,1 g,3 g,Joint pain.,Sulfur.,Low.,FALSE,9
Mucuna Pruriens,Mucuna Pruriens (L-Dopa),Green,200 mg,400 mg,Dopamin (L-Dopa).,Motivations-boost.,Medium. Downregulation?,FALSE,5; 4
Muira Puama,Muira Puama,Blue,500 mg,1000 mg,Libido.,"""Potency wood"".",Low.,FALSE,2
Munkpeppar,Vitex (Chasteberry),Green,20 mg,40 mg,"PMS, hormonbalans.",Increases progesterone (lowers prolactin).,Low.,FALSE,1
Myo-Inositol,Myo-Inositol,Green,2 g,12 g,"PCOS, anxiety, sleep.",B-vitamin relative.,Low.,FALSE,6; 5
N-Acetyl L-Tyrosin,N-Acetyl L-Tyrosine (NALT),Blue,350 mg,700 mg,"Stress, dopamin.",More soluble but poorer conversion than L-Tyr?,Low.,FALSE,4; 5
N-Acetyl-Tyrosin,N-Acetyl L-Tyrosine (NALT),Blue,350 mg,700 mg,Water-soluble Tyrosine.,Worse conversion than L-Tyrosine?,Low.,FALSE,4
N-Metyltyramin,N-Methyltyramine,Blue,50 mg,100 mg,"Energy, fat burning.",Does gastrin increase?,Low.,FALSE,6
NAC,N-Acetyl Cysteine,Green,600 mg,1800 mg,"Slem, lever, OCD.",Glutation-prekursor.,Low.,FALSE,1; 5
NAC,NAC,Green,600 mg,1200 mg,"Glutation-boost, hud.",Sulfur source.,Low.,FALSE,1; 8
NAC,NAC,Green,600 mg,1200 mg,"Slem, lungor, glutation.",In case of respiratory problems.,Low.,FALSE,1
NAC,NAC,Green,1200 mg,2400 mg,"Obsessive-Compulsive Disorder (OCD), dependence.",Glutamat-modulering.,Low.,FALSE,5
NAC (N-Acetylcystein),N-Acetyl Cysteine,Green,600 mg,1800 mg,"Glutathione precursor, mucolytic.",Sulfur smell. Bioavailable.,Low.,FALSE,8; 6; 5
name_sv,name_en,research_status,dosing_base_g_mg,dosing_max_g_mg,dosing_notes,bioavailability_notes,interaction_risk,is_base_health,category_links
Natriumbikarbonat,Sodium Bicarbonate,Green,15 g,20 g,Lactic acid buffer (acute).,0.3g/kg body weight. Stomach pains!,Medium. Stomach cramps/Diarrhea.,FALSE,3
Nattokinase,Nattokinase,Green,2000 FU,4000 FU,Blodcirkulation.,Fibrinolytisk.,Medium. Blood-thinning.,FALSE,1
Niacin,Niacin (Nicotinic Acid),Green,500 mg,2000 mg,HDL/LDL-kvot.,Flush-varianten.,Medium. Liver?,FALSE,1
Niacinamid,Niacinamide (Nicotinamide),Green,50 mg,500 mg,"Hud, NAD+, ingen flush.",Good for acne/skin barrier.,Low.,TRUE,1; 8
Niacinamid (B3),Niacinamide,Green,500 mg,1000 mg,"Acne, skin barrier, redness.",Ingen flush.,Low.,TRUE,1
NMN,Nicotinamide Mononucleotide,Blue,500 mg,1000 mg,Taken in the morning for NAD+ support.,Sublingual or liposomal is preferred.,Low. Affects methylation (include TMG).,FALSE,8; 3; 4
NMN,NMN,Blue,250 mg,1000 mg,"NAD+, metabolism.",Age-related insulin resistance.,Low.,FALSE,6; 8
Noopept,Noopept,Blue,10 mg,30 mg,"Minne, BDNF/NGF.",Mycket potent (mg-dos).,Low.,FALSE,4
Nässla (Blad),Nettle Leaf,Green,300 mg,600 mg,"Allergi, njurar.",Histamine-inhibiting.,Low.,FALSE,1
Nässla (Rot),Nettle Root,Green,300 mg,600 mg,Prostata (BPH).,SHBG-bindning.,Low.,FALSE,1; 2
Odenaturerat Kollagen (Typ II),Undenatured Collagen Type II (UC-II),Green,40 mg,40 mg,Immune modulation for joint health.,Verkar i tarmen (Peyer's patches).,Low.,FALSE,9
Oktopamin,Octopamine,Blue,100 mg,250 mg,Fat burning (Norepinephrine).,Weaker than synephrine.,Low.,FALSE,6
Oleamid,Oleamide,Blue,50 mg,100 mg,Sleep induction.,Accumulates during sleep deprivation.,Low.,FALSE,7
Olivbladsextrakt,Olive Leaf Extract,Green,500 mg,1000 mg,"Blodtryck, immun, antiviral.",Oleuropein is an active substance.,Low. Herxheimer reaction?,FALSE,1
Olivbladsextrakt,Olive Leaf Extract,Green,500 mg,1000 mg,"Virus, blodtryck.",Oleuropein.,Low.,FALSE,1
Omega-3 (EPA/DHA),Omega-3 (EPA/DHA),Green,2 g,4 g,Dose refers to the total amount of EPA+DHA.,Taken with a high-fat meal.,Low. Anticoagulant at high dose.,TRUE,1; 4; 9
Omega-3 (Fiskolja),Fish Oil,Green,2 g,4 g,"Hudfukt, inflammation.",EPA for inflammation.,Low.,TRUE,1; 4
Omega-3 (Hög EPA),Omega-3 (High EPA),Green,1 g,3 g,"Depression, inflammation.",EPA is most important for mood.,Low.,TRUE,5; 1
Oreganoolja,Oregano Oil,Blue,50 mg,200 mg,"Antimikrobiell, candida.","Strong, may irritate mucous membranes.",Medium. Does it eliminate good bacteria?,FALSE,1
Oreganoolja,Oregano Oil,Blue,100 mg,200 mg,Bakterier/Virus/Svamp.,Carvacrol.,Medium. Strong for the stomach.,FALSE,1
Ornitin,L-Ornithine,Green,2 g,6 g,"Reduces ammonia, sleep.",Synergy with Arginine.,Low.,FALSE,3; 7
