Grapefruktkärneextrakt,Grapefruit Seed Extract,Blå,100 mg,200 mg,Antimikrobiell.,Kontroversiell (konserveringsmedel?).,Medium. CYP3A4-hämmare.,FALSE,1
Gröna Kaffebönor,Green Coffee Bean Extract,Grön,200 mg,400 mg,"Blodsocker, klorogensyra.",Lågt koffein.,Låg.,FALSE,6
Grönt Kaffe,Green Coffee Extract,Grön,400 mg,800 mg,"Blodsocker, vikt.",Klorogensyra (50%).,Låg.,FALSE,6
Grönt Kaffe,Green Coffee,Blå,200 mg,400 mg,Glukosupptag.,Klorogensyra.,Låg.,FALSE,6
Grönt Te,Green Tea,Grön,250 mg,500 mg,Metabolism.,EGCG.,Låg.,FALSE,6
Grönt Te (EGCG),Green Tea Extract (EGCG),Grön,250 mg,500 mg,"Fettförbränning, antioxidant.",Kan påverka levern i extrem dos.,Medium. Levertoxicitet (sällsynt).,FALSE,6; 8
Grönt Te (Extrakt),Green Tea Extract,Grön,250 mg,500 mg,"Hudskydd, metabolism.",Polyfenoler (EGCG).,Låg.,FALSE,1; 6
Guaraná,Guarana,Grön,200 mg,800 mg,Naturligt koffein (långsamt).,Frisläpps långsammare än syntetiskt.,Låg.,FALSE,3
Gullris,Goldenrod,Blå,300 mg,600 mg,"Njurar, urinvägar.",Diuretisk/Antiinflammatorisk.,Låg.,FALSE,1
Gurkmeja (Hel),Turmeric Root Powder,Blå,1 g,3 g,Mild antiinflammatorisk.,Svårupptagen utan svartpeppar/fett.,Låg.,TRUE,1; 9
Gymnema,Gymnema Sylvestre,Blå,200 mg,400 mg,Sockerblockerare.,Regenerera betaceller?,Låg.,FALSE,6
Gymnema Sylvestre,Gymnema Sylvestre,Grön,400 mg,800 mg,"Sockerbegär, blodsocker.","""Sugar destroyer"" (blockerar smak).",Låg.,FALSE,6
Hagtorn,Hawthorn Berry,Grön,150 mg,600 mg,"Hjärtsvikt, blodtryck.",Ökar kontraktilitet.,Medium. Digoxin-interaktion.,FALSE,1
Hallonblad,Raspberry Leaf,Blå,500 mg,1000 mg,Livmoderhälsa.,"Traditionell ""gravidte"".",Låg.,FALSE,1
Hallonketoner,Raspberry Ketones,Blå,100 mg,500 mg,Fettförbränning.,Strukturellt lik synefrin/capsaicin.,Låg.,FALSE,6
Hampaprotein,Hemp Protein,Grön,20 g,40 g,"Veganskt, fiberrikt, omega-3.",Lägre proteinhalt.,Låg.,FALSE,2
Havtornsolja,Sea Buckthorn Oil,Grön,500 mg,1000 mg,Torra slemhinnor/hud. Omega-7.,Bra för ögon/underliv.,Låg.,FALSE,1
Hesperidin,Hesperidin,Grön,500 mg,1000 mg,Cirkulation (vener).,Ofta i citrusbioflavonoider.,Låg.,FALSE,1
Hibiskus,Hibiscus Tea/Extract,Grön,1000 mg,2000 mg,Blodtryck.,Fungerar som mild ACE-hämmare.,Låg. Lågt blodtryck?,FALSE,1
Hibiskus,Hibiscus,Grön,2 koppar,3 koppar,Blodtryck.,ACE-hämmande effekt?,Låg.,FALSE,1
Higenamin,Higenamine,Blå,20 mg,40 mg,"Beta-2 agonist, luftvägar.",WADA-förbjuden!,Medium. Hjärtklappning.,FALSE,3; 6
HMB,HMB (Beta-Hydroxy Beta-Methylbutyrate),Grön,3 g,3 g,Antikatabolt. Bra vid diet/skada.,Kalciumsalt eller fri syra.,Låg.,FALSE,2; 7
Holy Basil,Holy Basil (Tulsi),Grön,300 mg,600 mg,"Stress, sömn.",Adaptogen.,Låg.,FALSE,5; 7
Hordenin,Hordenine,Blå,25 mg,50 mg,"MAO-B hämmare, fettförbränning.",Förlänger effekt av PEA/stimulanter.,Medium.,FALSE,6; 4
Horny Goat Weed,Horny Goat Weed (Icariin),Grön,500 mg,1000 mg,"Libido, PDE5-hämmare (svag).",Standardisera för Icariin.,Låg.,FALSE,2
Horny Goat Weed,Horny Goat Weed (Icariin),Blå,500 mg,1000 mg,Erektion (PDE5).,Icariin är aktivt ämne.,Låg.,FALSE,2
Humle,Hops Extract,Grön,100 mg,300 mg,"Sömn, sedativ.",Ofta med Valeriana.,Låg.,FALSE,7
Humle,Hops,Blå,200 mg,400 mg,Sömn.,Sedativ.,Låg.,FALSE,7
Huperzin A,Huperzine A,Grön,50 mcg,200 mcg,"Minne, acetylkolinesterashämmare.",Cykla för att undvika tolerans.,Låg. Kolinerga biverkningar.,FALSE,4
Huperzin A,Huperzine A,Grön,100 mcg,200 mcg,Minne.,AChE-hämmare.,Låg.,FALSE,4
Hyaluronsyra,Hyaluronic Acid,Grön,100 mg,200 mg,"Hudfukt, leder.",Binder vatten.,Låg.,FALSE,1; 9
Hyaluronsyra,Hyaluronic Acid,Grön,50 mg,200 mg,Ledvätska.,Oralt upptag fungerar.,Låg.,FALSE,9
Hyaluronsyra (Oral),Hyaluronic Acid,Grön,100 mg,200 mg,"Hudfuktighet, ledvätska.",Hög molekylvikt kan vara svårabsorberad.,Låg.,FALSE,9; 1
Indol-3-Karbinol,Indole-3-Carbinol (I3C),Grön,200 mg,400 mg,Prekursor till DIM.,Mindre stabil än DIM.,Låg.,FALSE,6
Indol-3-Karbinol,I3C,Grön,200 mg,400 mg,Östrogenmetabolism.,Prekursor till DIM.,Låg.,FALSE,6
Ingefära,Ginger Root,Grön,500 mg,1000 mg,"Illamående, matsmältning.",Prokinetisk (tömmer magen).,Låg.,FALSE,1
Ingefära,Ginger,Grön,500 mg,2000 mg,Ledvärk.,Liknar NSAID (COX-hämmare).,Låg.,FALSE,9
Ingefära (Extrakt),Ginger Root Extract,Grön,250 mg,1000 mg,"Illamående, inflammation, matsmältning.",Gingeroler är aktiva ämnet.,Låg. Blodförtunnande vid hög dos.,TRUE,1; 9; 6
Inositol,Inositol,Grön,2 g,12 g,"Panikångest, OCD.",Höga doser krävs.,Låg. Mage.,FALSE,5
Inositol,Myo-Inositol,Grön,2 g,4 g,Insulinkänslighet (PCOS).,Cellsignalering.,Låg.,FALSE,6
Inositol (IP6),Inositol Hexaphosphate (IP6),Blå,500 mg,1000 mg,"Immunförsvar, cellhälsa.",Kelaterar mineraler (ta på tom mage).,Låg.,FALSE,1
Inositol (Myo/D-chiro),Inositol (Myo/D-chiro 40:1),Grön,2 g,4 g,"PCOS, insulinkänslighet, ångest.",Pulverform ofta enklast.,Låg. Hög dos kan ge lös mage.,FALSE,6; 5
Inulin (FOS),Inulin (FOS),Grön,3 g,10 g,Prebiotika (fiber).,Kan ge gaser (FODMAP).,Låg.,FALSE,1
Jod,Iodine,Grön,150 mcg,300 mcg,IQ (vid brist).,Sköldkörtel -> Hjärna.,Medium.,TRUE,4; 1
Jod (Kelp/Kaliumjodid),Iodine,Grön,150 mcg,300 mcg,Sköldkörtelfunktion.,Var försiktig vid autoimmun tyreoidit.,Medium. Sköldkörtelbalans.,TRUE,1; 6
Johannesört,St. John's Wort,Grön,300 mg,900 mg,Mild depression.,Många läkemedelsinteraktioner (CYP3A4).,"Hög. P-piller, antidepressiva.",FALSE,5
Johannesört,St John's Wort,Grön,300 mg,900 mg,Depression.,SSRI-liknande.,Hög. Läkemedelsinteraktion!,FALSE,5
Jordbaserad Probiotika,Soil Based Organisms (SBO),Blå,2 Mrd,5 Mrd,Tålig probiotika (sporform).,Bacillus-stammar (subtilis etc).,Låg.,FALSE,1
Järn,Iron,Grön,20 mg,50 mg,Menstruerande kvinnor.,Ersätter förlust.,Medium. Magen.,TRUE,1
Järn,Iron,Grön,-,-,Kognition (vid brist).,Syretransport.,Medium.,TRUE,4; 1
Järn (Bisglycinat),Iron Bisglycinate,Grön,14 mg,28 mg,"Blodvärde, energi.",Skonsam mot magen. Endast vid brist!,Hög. Oxidativ stress vid överskott.,FALSE,1; 3
Järn (Heme),Iron (Heme),Grön,10 mg,20 mg,"Animaliskt järn, bäst upptag.",Färre magbiverkningar.,Medium. Överdosrisk.,FALSE,1
Järn (Sulfat),Iron Sulfate,Grön,14 mg,65 mg,Anemi.,Hård mot magen.,Hög. Toxiskt för barn.,TRUE,1
Jättenattljusolja,Evening Primrose Oil (GLA),Grön,1 g,3 g,"PMS, bröstömhet, hud.",Gamma-linolensyra.,Låg.,FALSE,1
Kalcium,Calcium,Grön,500 mg,1000 mg,Benskörhet (kvinnor).,Kombinera med D3/K2.,Medium. Kärlrisk?,TRUE,9
Kalcium (Citrat),Calcium Citrate,Grön,500 mg,1000 mg,Benhälsa.,Tas upp oberoende av magsyra.,Medium. Risk för kärlförkalkning utan K2.,TRUE,9; 1
Kalcium (Karbonat),Calcium Carbonate,Grön,500 mg,1000 mg,Benhälsa.,Tas med mat (kräver syra).,Medium. Förstoppning.,TRUE,9; 1
Kalcium Alfa-Ketoglutarat,Ca-AKG (Calcium Alpha-Ketoglutarate),Blå,1000 mg,2000 mg,"Förlänger 'healthspan', sänker biologisk ålder.",Fördröjd frisättning (sustained release) bäst.,Låg.,FALSE,8; 3
Kalcium D-Glukarat,Calcium D-Glucarate,Blå,500 mg,1500 mg,Detox av östrogen/toxiner.,Hämmar beta-glukuronidas.,Låg. Kan öka utsöndring av medicin.,FALSE,6; 8
Kalcium-D-Glukarat,Calcium-D-Glucarate,Blå,500 mg,1500 mg,Östrogen-detox.,Glukuronidering.,Låg.,FALSE,6; 8
Kalium,Potassium,Grön,99 mg,400 mg,"Blodtryck, muskelfunktion.",Låg dos i tillskott pga säkerhetsrisk.,Medium. Hjärtrisk vid njursvikt.,TRUE,1; 3
Kalium,Potassium,Grön,-,-,Blodtryck.,Via kost bäst (tillskott låg dos).,Medium. Njurproblem?,TRUE,1
Kamomill,Chamomile,Grön,200 mg,400 mg,"Oro, sömn.",Apigenin.,Låg.,FALSE,5; 7
Kamomill (Apigenin),Chamomile Extract (Apigenin),Grön,200 mg,400 mg,"Sömn, lugnande.",Standardiserad för apigenin.,Låg.,FALSE,7; 5
Kanel,Cinnamon,Grön,1 g,3 g,Blodsocker.,Insulin-känslighet.,Låg.,FALSE,6
Kanel (Ceylon),Cinnamon (Ceylon),Grön,1 g,3 g,Blodsocker.,Välj Ceylon för lågt kumarin.,Låg.,FALSE,6
Kaprylsyra,Caprylic Acid,Blå,600 mg,1200 mg,"Candida, tarmhälsa.",Fettsyra från kokos.,Låg.,FALSE,1
Karnitin,L-Carnitine,Grön,1 g,3 g,Hjärthälsa (angina).,Energiproduktion hjärta.,Låg. TMAO?,FALSE,1
Karnitin,L-Carnitine,Grön,1 g,3 g,Fettförbränning.,Mitokondriell transport.,Låg.,FALSE,6; 3
Kaseinprotein,Casein Protein,Grön,20 g,40 g,Långsamt protein (natt).,Antikatabolt.,Låg. Mjölkallergi?,FALSE,2
Katalas,Catalase,Blå,250 mg,500 mg,Grått hår (H2O2-nedbrytning).,Tveksamt upptag.,Låg.,FALSE,1
Kava Kava,Kava Kava,Grön,100 mg,250 mg,Stark ångestdämpning.,Kavalaktoner. Leverrisk vid missbruk.,Medium. Ej med alkohol.,FALSE,5
Keratin (Solubiliserat),Solubilized Keratin,Blå,500 mg,500 mg,Hårstruktur.,Cynatine HNS är varumärke.,Låg.,FALSE,1
Kisel (Bambu),Silica (Bamboo Extract),Grön,10 mg,50 mg,Hår/nagel-styrka.,Rikare än åkerfräken.,Låg.,FALSE,1
Kisel (Silica),Silica (Bamboo/Horsetail),Grön,10 mg,50 mg,"Hår, hud, naglar, kollagen.",Orto-kisel är bäst upptag.,Låg.,FALSE,1; 9
Klorofyll,Chlorophyll,Blå,50 mg,100 mg,"Detox, kroppslukt.",Från gröna växter/alger.,Låg.,FALSE,1
Koffein,Caffeine Anhydrous,Grön,100 mg,400 mg,Prestationshöjande och fokus.,Snabb absorption. Toleransutveckling.,"Medium. Sömnstörning, ångest.",FALSE,3; 4; 6
Koffein,Caffeine,Grön,50 mg,200 mg,Vakenhet.,Adenosin-antagonist.,Medium.,FALSE,4; 3
Koffein + Theanin,Caffeine + Theanine (2:1),Grön,100/200,200/400,"Fokus utan ""jitters"".","Klassisk ""stack"".",Låg.,FALSE,4
Kolanöt,Kola Nut,Blå,500 mg,1000 mg,Koffeinkälla.,Traditionell stimulant.,Låg.,FALSE,3
Kolin (Bitartrat),Choline Bitartrate,Grön,250 mg,500 mg,"Lever, cellmembran.",Låg biotillgänglighet för hjärnan.,Låg. Kan öka TMAO.,TRUE,1; 4
Kollagen (Hydrolyserat),Collagen Peptides (Hydrolyzed),Grön,10 g,20 g,"Hud, hår, leder.",Tas gärna med C-vitamin.,Låg.,FALSE,9; 1
Kollagen (Typ 1 & 3),Collagen Types 1 & 3,Grön,10 g,20 g,"Hud, hår, naglar.",Bovint eller marint.,Låg.,FALSE,1; 9
Kollagen II,Collagen Type II (UC-II),Grön,40 mg,40 mg,Ledvärk (autoimmun?).,Oral tolerans (liten dos).,Låg.,FALSE,9
Kolostrum,Colostrum,Grön,1 g,3 g,"Antikroppar (IgG), tarm.",Råmjölk.,Låg. Mjölkprotein.,FALSE,1
Kondroitin,Chondroitin,Grön,800 mg,1200 mg,Artros.,Synergi med Glukosamin.,Låg.,FALSE,9
Kondroitin Sulfat,Chondroitin Sulfate,Grön,800 mg,1200 mg,Synergistisk med glukosamin.,"Lågt upptag, men klinisk effekt.",Låg. Blodförtunnande.,FALSE,9
Koppar,Copper,Grön,1 mg,2 mg,"Kollagen, energi, pigment.",Balansera alltid med Zink.,Medium. Toxiskt i överskott.,TRUE,1; 9
Korngräs,Barley Grass,Grön,3 g,10 g,"Näring, antioxidanter.",Liknar vetegräs.,Låg. Glutenrisk (om ej ren).,FALSE,1
Kre-Alkalyn,Kre-Alkalyn (Buffered Creatine),Blå,1.5 g,3 g,pH-stabilt kreatin.,Ej bevisat bättre än monohydrat.,Låg.,FALSE,2
Kreatin,Creatine,Grön,5 g,5 g,Hjärnhälsa (energi).,Kognitiv trötthet.,Låg.,FALSE,4; 2
Kreatin HCL,Creatine HCL,Blå,1.5 g,3 g,"Samma effekt som mono, mindre dos?",Mindre vattenretention (teoretiskt).,Låg. Sur smak.,FALSE,2; 3
Kreatin Monohydrat,Creatine Monohydrate,Grön,5 g,10 g,Underhållsdos 5g dagligen. Laddning valfri.,Tas bäst med kolhydrater/protein.,Låg. Drick extra vatten.,FALSE,2; 3; 4
Krom,Chromium,Grön,200 mcg,1000 mcg,"Sötsug, insulin.",Picolinate bäst.,Låg.,FALSE,6
Krom (Pikolinat),Chromium Picolinate,Grön,200 mcg,1000 mcg,Insulinkänslighet.,Pikolinat är stabilt och upptagbart.,Låg.,TRUE,6
Kronärtskocka,Artichoke Leaf Extract,Grön,320 mg,640 mg,"Galla, matsmältning, lever.",Minskar gaser/uppblåsthet.,Låg. Gallsten?,FALSE,1; 6
Kronärtskocka,Artichoke Extract,Grön,300 mg,600 mg,"Matsmältning, lever.",Cynarin ökar gallflöde.,Låg.,FALSE,1; 6
Kurkumin,Curcumin,Grön,500 mg,1000 mg,Hjärninflammation.,Plack?,Låg.,FALSE,4; 9
L-Arginin,L-Arginine,Blå,3 g,6 g,Kväveoxid (sämre än Citrulline).,Stor del bryts ner i levern.,Låg. Herpesutbrott?,FALSE,3; 2
L-Arginin,L-Arginine,Blå,3 g,6 g,Erektion (blodflöde).,NO-prekursor (sämre än Cit).,Låg.,FALSE,2
L-Citrullin,L-Citrulline,Grön,3 g,6 g,"Erektion, pump.",Bättre NO-boost.,Låg.,FALSE,2; 3
L-Cystein,L-Cysteine,Grön,500 mg,1000 mg,Keratinbyggsten.,Svavelaminosyra.,Låg.,FALSE,1
L-Fenylalanin,L-Phenylalanine,Grön,500 mg,1500 mg,Dopamin/Noradrenalin-prekursor.,"Aptitdämpning, fokus.",Låg. Ej vid PKU.,FALSE,4; 6
L-Glutamin,L-Glutamine,Grön,5 g,15 g,"Tarmslemhinna, återhämtning.",Primärt bränsle för enterocyter.,Låg.,FALSE,7; 3; 1
L-Glutamin,L-Glutamine,Grön,5 g,20 g,"Tarmvägg, muskelåterhämtning.",Bränsle för tarmceller.,Låg.,FALSE,1; 2
L-Karnitin L-Tartrat,L-Carnitine L-Tartrate,Grön,2 g,4 g,"Androgenreceptorer, återhämtning.",Bäst upptag för muskelvävnad.,Låg. TMAO-risk vid hög dos?,FALSE,3; 7; 6
L-Lysin,L-Lysine,Grön,500 mg,1500 mg,"Herpes (munsår), kollagen.",Antagonist till Arginin.,Låg.,FALSE,1; 9
L-Metionin,L-Methionine,Grön,500 mg,1000 mg,Keratinbyggsten.,Essentiell aminosyra.,Låg.,FALSE,1
L-Metylfolat,L-Methylfolate (5-MTHF),Grön,400 mcg,1000 mcg,För de med MTHFR-mutation.,"Aktiv form, kräver ej omvandling.",Låg.,TRUE,1; 4; 5
L-Ornitin,L-Ornithine,Grön,2 g,6 g,"Ammoniak-detox, sömn, trötthet.",Synergi med Arginin.,Låg.,FALSE,3; 7
L-Ornitin,L-Ornithine,Blå,400 mg,1000 mg,"Sömn, stress.",Sänker ammoniak/kortisol?,Låg.,FALSE,7
L-Theanine,L-Theanine,Grön,100 mg,400 mg,2:1 ratio med koffein för fokus.,"Vattenlöslig, snabb effekt.",Låg. Sänker blodtryck milt.,FALSE,4; 5; 7
L-THP,L-Tetrahydropalmatine,Blå,30 mg,90 mg,"Smärta, sömn (dopamin-antagonist).",Från Corydalis.,Medium. Sedering.,FALSE,7
L-Tryptofan,L-Tryptophan,Grön,500 mg,1000 mg,Serotonin/Melatonin-prekursor.,Konkurrerar med BCAA om upptag.,Medium.,FALSE,7; 5
L-Tyrosin,L-Tyrosine,Grön,1000 mg,2000 mg,Vid akut stress/kyla/sömnbrist.,Tas på tom mage. Dopamin-prekursor.,Medium. Sköldkörtelinteraktion.,FALSE,4; 5; 3
Lactobacillus Rhamnosus GG,Lactobacillus Rhamnosus GG,Grön,10 mdr,20 mdr,"Immun, mage, allergi.",Välstuderad stam.,Låg.,FALSE,1
Lakritsrot (DGL),Licorice Root (DGL),Grön,400 mg,800 mg,"Magsår, halsbränna.",Deglycyrrhizinerad (höjer ej tryck).,Låg.,FALSE,1
Laktoferrin,Lactoferrin,Grön,100 mg,300 mg,"Järnbindande, antiviral.",Från mjölk.,Låg.,FALSE,1
Lavendelolja,Lavender Oil (Oral),Grön,80 mg,160 mg,Ångest.,Silexan (studerat extrakt).,Låg. Rapar lavendel.,FALSE,5
Laxogenin,5-Alpha-Hydroxy-Laxogenin,Blå,50 mg,100 mg,"Växtanabol, kortisolkontroll.",Smilax Sieboldii extrakt.,Låg.,FALSE,2
Leucin,L-Leucine,Grön,2.5 g,5 g,mTOR-trigger (proteinsyntes).,Viktigaste aminosyran för anabolism.,Låg.,FALSE,2
Lingonextrakt,Lingonberry Extract,Grön,200 mg,400 mg,"Urinvägar, antioxidant.",Resveratrol/Procyanidiner.,Låg.,FALSE,1
Lion's Mane,Lion's Mane,Blå,1 g,3 g,NGF (Nervtillväxt).,Hjärnhälsa.,Låg.,FALSE,4; 8
Lion's Mane (Extrakt),Lion's Mane Mushroom Extract,Grön,1000 mg,3000 mg,Välj extrakt från fruktkropp.,Varmvattens- eller alkoholextrakt bäst.,Låg.,FALSE,4; 8; 5
Litiumorotat,Lithium Orotate,Blå,1 mg,5 mg,Humörsvängningar.,Mikrodos (ej läkemedelsdos).,Medium. Sköldkörtel?,FALSE,5; 4
Lutein,Lutein,Grön,10 mg,20 mg,"Hudelasticitet, ögon.",Blått ljus-skydd.,Låg.,FALSE,1
Lutein & Zeaxantin,Lutein & Zeaxanthin,Grön,10 mg,20 mg,Ögonhälsa (gula fläcken).,"Karotenoider, skyddar mot blått ljus.",Låg.,FALSE,1
Luteolin,Luteolin,Blå,10 mg,50 mg,"Neuroprotektion, inflammation.",Hämmar mikroglia-aktivering.,Låg.,FALSE,4; 8
Lykopen,Lycopene,Grön,10 mg,30 mg,"Prostatahälsa, antioxidant.","Från tomater, tas med fett.",Låg.,FALSE,1
Lykopen,Lycopene,Grön,10 mg,20 mg,"Hudskydd (UV), prostata.",Från tomat.,Låg.,FALSE,1
Lykopen,Lycopene,Grön,15 mg,30 mg,Prostata.,Tomatextrakt.,Låg.,FALSE,1
Lysin,L-Lysine,Grön,1 g,3 g,"Motverkar herpes, kollagen.",Balansera med Arginin.,Låg.,FALSE,1; 9
Lysin,L-Lysine,Grön,1 g,3 g,Motverkar arginin (virus).,Herpes-profylax.,Låg.,FALSE,1
Läkemalva,Marshmallow Root,Grön,400 mg,1000 mg,"Slemhinnor, hosta, mage.",Liknar rödalm.,Låg.,FALSE,1
Läkemalva,Marshmallow Root,Grön,500 mg,1500 mg,Irriterad tarm/hals.,Slemsubstans.,Låg.,FALSE,1
Maca,Maca Root,Grön,1.5 g,3 g,"Libido, energi.",Adaptogen.,Låg.,FALSE,2; 5
Maca (Gul),Maca Root (Yellow),Grön,1.5 g,3 g,"Hormonbalans, allmän hälsa.",Standardtypen. Gelatiniserad bäst.,Låg.,FALSE,1
Maca (Röd),Maca Root (Red),Grön,1.5 g,3 g,"Prostata, benhälsa.",Påverkar ej hormoner direkt.,Låg.,FALSE,1; 2
Maca (Svart),Maca Root (Black),Grön,1.5 g,3 g,"Libido, spermieproduktion, minne.",Gelatiniserad för magen.,Låg.,FALSE,2; 4
Magnesium,Magnesium,Grön,300 mg,600 mg,"Ångest, spänning.",Lugnar nervsystemet.,Låg.,TRUE,5; 1
Magnesium,Magnesium,Grön,300 mg,600 mg,"Blodtryck, arytmi.",Avslappnande kärl.,Låg.,TRUE,1
Magnesium,Magnesium,Grön,300 mg,600 mg,Insulinresistens.,Kofaktor glykolys.,Låg.,TRUE,6; 1
Magnesium L-Threonate,Magnesium L-Threonate,Grön,1.5 g,2 g,Dos avser totalförening (ca 144mg elementärt Mg).,Unik förmåga att passera blod-hjärnbarriären.,Låg.,FALSE,4; 7
Magnesiumglycinat,Magnesium Glycinate,Grön,300 mg,500 mg,Tas med fördel på kvällen för sömn.,"Hög biotillgänglighet, snäll mot magen.",Låg.,TRUE,1; 5; 7
Magnesiumglycinat,Magnesium Glycinate,Grön,400 mg,600 mg,Avslappning.,Glycin+Mg kombo.,Låg.,TRUE,7; 5
Magnesiummalat,Magnesium Malate,Grön,300 mg,500 mg,Bra för energi och muskelsmärta (fibromyalgi).,Hög biotillgänglighet.,Låg.,TRUE,1; 2
Magnesiumtaurat,Magnesium Taurate,Grön,300 mg,500 mg,Bra för hjärta och lugnande effekt.,Taurin ökar magnesiums intracellulära effekt.,Låg.,TRUE,1; 5
Magnoliabark,Magnolia Bark (Honokiol),Grön,200 mg,400 mg,"Sänker kortisol, sömn.",Aktivt ämne: Honokiol/Magnolol.,Låg.,FALSE,5; 7
Magnoliabark,Magnolia Bark,Blå,200 mg,400 mg,"Sömn, kortisol.",Honokiol (GABA-effekt).,Låg.,FALSE,7; 5
Maitake,Maitake Mushroom,Grön,500 mg,1500 mg,"Blodsocker, immun.",D-fraktion är potent.,Låg.,FALSE,1; 6
Maitake,Maitake,Grön,500 mg,1500 mg,Immunaktivering.,D-fraktion.,Låg.,FALSE,1
Mangan,Manganese,Grön,2 mg,5 mg,"Antioxidant (SOD), ben.",Neurotoxiskt i mycket höga doser.,Låg.,TRUE,1; 9
Manukahonung,Manuka Honey,Grön,1 tsk,2 tsk,Antibakteriell (MGO).,Lokal effekt hals/sår.,Låg. Socker.,FALSE,1
Maskrosblad,Dandelion Leaf,Grön,500 mg,1500 mg,Vätskedrivande (kaliumsparande).,Bladen för njurarna.,Låg.,FALSE,1
Maskrosrot,Dandelion Root,Blå,500 mg,1500 mg,"Lever, galla, diuretika.","Rot för lever, blad för njurar.",Låg.,FALSE,1; 6
Maskrosrot,Dandelion Root,Blå,500 mg,1500 mg,"Lever, galla.",Roten för levern.,Låg.,FALSE,1
MCT-olja,MCT Oil (C8/C10),Grön,5 ml,15 ml,"Ketontillverkning, energi.",C8 (Kaprylsyra) mest potent.,Låg. Magbesvär vid start.,FALSE,6; 4
MCT-olja,MCT Oil,Grön,10 ml,30 ml,Hjärnenergi (ketoner).,Alzheimer-stöd?,Låg.,FALSE,4; 6
MCT-olja,MCT Oil,Grön,10 ml,30 ml,"Termogenes, ketoner.",Ökar energiförbrukning.,Låg.,FALSE,6
MCT-Olja (C8),MCT Oil (C8 Caprylic Acid),Grön,15 ml,30 ml,Snabb ketonenergi (hjärna).,Börja lågt (magras).,Låg.,FALSE,6; 4
MCT-pulver,MCT Powder,Grön,5 g,10 g,"Energi, ketoner.",Snällare mot magen än olja.,Låg.,FALSE,6; 4
Melatonin,Melatonin,Grön,0.3 mg,5 mg,"Insomning, dygnsrytm.",Låg dos ofta effektivare (0.3-1mg).,Låg. Kan ge mardrömmar.,FALSE,7; 8
Melatonin,Melatonin,Grön,0.5 mg,5 mg,Insomning.,Hormon.,Låg. Drömmar.,FALSE,7
Mjölkdistel,Milk Thistle (Silymarin),Grön,200 mg,500 mg,Leverhälsa.,Silymarin komplex.,Låg.,FALSE,1
Mjölkdistel (Silymarin),Milk Thistle (Silymarin),Grön,150 mg,400 mg,"Leverhälsa, glutation.",Antioxidant för hepatocyter.,Låg. CYP-interaktioner?,FALSE,1
Mjölon,Uva Ursi,Grön,500 mg,1000 mg,Urinvägsinfektion (akut).,Arbutin (bildar hydrokinon).,Medium. Korttidsbruk!,FALSE,1
Molybden,Molybdenum,Grön,45 mcg,100 mcg,"Detox (sulfiter), urinsyra.",Essentiellt spårämne.,Låg.,TRUE,1; 6
Monolaurin,Monolaurin,Blå,500 mg,1500 mg,Virus (höljeförsedda).,Från kokosolja/laurinsyra.,Låg.,FALSE,1
MSM,MSM (Methylsulfonylmethane),Grön,1 g,3 g,"Svaveldonator, ledhälsa, antioxidat.",Tas upp väl.,Låg.,FALSE,9; 1
MSM,MSM,Grön,1 g,3 g,Keratin/kollagen-stöd.,"""Skönhetsmineral"".",Låg.,FALSE,9; 1
MSM,MSM,Grön,1 g,3 g,Ledvärk.,Svavel.,Låg.,FALSE,9
Mucuna Pruriens,Mucuna Pruriens (L-Dopa),Grön,200 mg,400 mg,Dopamin (L-Dopa).,Motivations-boost.,Medium. Nedreglering?,FALSE,5; 4
Muira Puama,Muira Puama,Blå,500 mg,1000 mg,Libido.,"""Potency wood"".",Låg.,FALSE,2
Munkpeppar,Vitex (Chasteberry),Grön,20 mg,40 mg,"PMS, hormonbalans.",Ökar progesteron (sänker prolaktin).,Låg.,FALSE,1
Myo-Inositol,Myo-Inositol,Grön,2 g,12 g,"PCOS, ångest, sömn.",B-vitamin släkting.,Låg.,FALSE,6; 5
N-Acetyl L-Tyrosin,N-Acetyl L-Tyrosine (NALT),Blå,350 mg,700 mg,"Stress, dopamin.",Mer löslig men sämre omvandling än L-Tyr?,Låg.,FALSE,4; 5
N-Acetyl-Tyrosin,N-Acetyl L-Tyrosine (NALT),Blå,350 mg,700 mg,Vattenlöslig Tyrosin.,Sämre omvandling än L-Tyrosin?,Låg.,FALSE,4
N-Metyltyramin,N-Methyltyramine,Blå,50 mg,100 mg,"Energi, fettförbränning.",Ökar gastrin?,Låg.,FALSE,6
NAC,N-Acetyl Cysteine,Grön,600 mg,1800 mg,"Slem, lever, OCD.",Glutation-prekursor.,Låg.,FALSE,1; 5
NAC,NAC,Grön,600 mg,1200 mg,"Glutation-boost, hud.",Svavelkälla.,Låg.,FALSE,1; 8
NAC,NAC,Grön,600 mg,1200 mg,"Slem, lungor, glutation.",Vid luftvägsproblem.,Låg.,FALSE,1
NAC,NAC,Grön,1200 mg,2400 mg,"Tvångssyndrom (OCD), beroende.",Glutamat-modulering.,Låg.,FALSE,5
NAC (N-Acetylcystein),N-Acetyl Cysteine,Grön,600 mg,1800 mg,"Glutation-prekursor, slemrösande.",Svaveldoft. Biotillgänglig.,Låg.,FALSE,8; 6; 5
name_sv,name_en,research_status,dosing_base_g_mg,dosing_max_g_mg,dosing_notes,bioavailability_notes,interaction_risk,is_base_health,category_links
